20, 0.000004, 0.000400, 0.000004, 
20, 0.000005, 0.000057, 0.000003, 
20, 0.000008, 0.000129, 0.000001, 
20, 0.000058, 0.002502, 6.283181, 
20, 0.000151, 0.004642, 6.283174, 
20, 0.000284, 0.006685, 6.283164, 
20, 0.000466, 0.009099, 6.283151, 
20, 0.000704, 0.011884, 6.283133, 
20, 0.001005, 0.015041, 6.283110, 
20, 0.001376, 0.018569, 6.283082, 
20, 0.001826, 0.022469, 6.283048, 
20, 0.002360, 0.026740, 6.283008, 
20, 0.002988, 0.031383, 6.282960, 
20, 0.003716, 0.036397, 6.282905, 
20, 0.004552, 0.041783, 6.282842, 
20, 0.005502, 0.047541, 6.282770, 
20, 0.006576, 0.053671, 6.282689, 
20, 0.007779, 0.060172, 6.282599, 
20, 0.009120, 0.067046, 6.282498, 
20, 0.010606, 0.074291, 6.282386, 
20, 0.012244, 0.081909, 6.282262, 
20, 0.014042, 0.089900, 6.282127, 
20, 0.016007, 0.098263, 6.281979, 
20, 0.018147, 0.106998, 6.281818, 
20, 0.020470, 0.116107, 6.281644, 
20, 0.022981, 0.125589, 6.281456, 
20, 0.025690, 0.135443, 6.281252, 
20, 0.028604, 0.145672, 6.281034, 
20, 0.031729, 0.156274, 6.280800, 
20, 0.035074, 0.167251, 6.280550, 
20, 0.038646, 0.178601, 6.280284, 
20, 0.042453, 0.190327, 6.280000, 
20, 0.046501, 0.202427, 6.279699, 
20, 0.050799, 0.214903, 6.279379, 
20, 0.055354, 0.227755, 6.279041, 
20, 0.060174, 0.240983, 6.278684, 
20, 0.065266, 0.254587, 6.278307, 
20, 0.070637, 0.268568, 6.277910, 
20, 0.076296, 0.282927, 6.277493, 
20, 0.082249, 0.297664, 6.277055, 
20, 0.088505, 0.312779, 6.276596, 
20, 0.095070, 0.328274, 6.276115, 
20, 0.101953, 0.344148, 6.275612, 
20, 0.109161, 0.360402, 6.275087, 
20, 0.116702, 0.377038, 6.274538, 
20, 0.124583, 0.394055, 6.273967, 
20, 0.132812, 0.411454, 6.273372, 
20, 0.141397, 0.429237, 6.272753, 
20, 0.150345, 0.447403, 6.272110, 
20, 0.159664, 0.465954, 6.271442, 
20, 0.169362, 0.484890, 6.270750, 
20, 0.179446, 0.504213, 6.270033, 
20, 0.189924, 0.523923, 6.269290, 
20, 0.200805, 0.544022, 6.268522, 
20, 0.212095, 0.564509, 6.267728, 
20, 0.223803, 0.585387, 6.266908, 
20, 0.235936, 0.606656, 6.266062, 
20, 0.248502, 0.628318, 6.265190, 
20, 0.261510, 0.650374, 6.264291, 
20, 0.274966, 0.672824, 6.263366, 
20, 0.288880, 0.695670, 6.262415, 
20, 0.303258, 0.718914, 6.261436, 
20, 0.318109, 0.742557, 6.260432, 
20, 0.333441, 0.766599, 6.259400, 
20, 0.349262, 0.791043, 6.258342, 
20, 0.365580, 0.815891, 6.257258, 
20, 0.382403, 0.841142, 6.256147, 
20, 0.399739, 0.866800, 6.255010, 
20, 0.417596, 0.892866, 6.253846, 
20, 0.435983, 0.919341, 6.252657, 
20, 0.454907, 0.946227, 6.251442, 
20, 0.474378, 0.973527, 6.250201, 
20, 0.494403, 1.001241, 6.248935, 
20, 0.514990, 1.029372, 6.247644, 
20, 0.536148, 1.057921, 6.246329, 
20, 0.557886, 1.086891, 6.244990, 
20, 0.580212, 1.116284, 6.243627, 
20, 0.603134, 1.146101, 6.242240, 
20, 0.626661, 1.176346, 6.240832, 
20, 0.650801, 1.207020, 6.239401, 
20, 0.675564, 1.238125, 6.237948, 
20, 0.700957, 1.269665, 6.236475, 
20, 0.726990, 1.301640, 6.234982, 
20, 0.753671, 1.334054, 6.233469, 
20, 0.781009, 1.366910, 6.231938, 
20, 0.809013, 1.400209, 6.230389, 
20, 0.837692, 1.433955, 6.228823, 
20, 0.867055, 1.468150, 6.227242, 
20, 0.897111, 1.502798, 6.225646, 
20, 0.927869, 1.537899, 6.224036, 
20, 0.959339, 1.573459, 6.222414, 
20, 0.991528, 1.609479, 6.220780, 
20, 1.024447, 1.645963, 6.219136, 
20, 1.058106, 1.682914, 6.217483, 
20, 1.092512, 1.720334, 6.215823, 
20, 1.127677, 1.758228, 6.214157, 
20, 1.163609, 1.796598, 6.212487, 
20, 1.200318, 1.835448, 6.210813, 
20, 1.237813, 1.874780, 6.209138, 
20, 1.276105, 1.914599, 6.207464, 
20, 1.315200, 1.954717, 6.205791, 
20, 1.355099, 1.994943, 6.204124, 
20, 1.395804, 2.035281, 6.202462, 
20, 1.437319, 2.075732, 6.200810, 
20, 1.479645, 2.116299, 6.199169, 
20, 1.522785, 2.156983, 6.197541, 
20, 1.566740, 2.197787, 6.195929, 
20, 1.611515, 2.238713, 6.194335, 
20, 1.657110, 2.279762, 6.192762, 
20, 1.703529, 2.320937, 6.191212, 
20, 1.750773, 2.362240, 6.189687, 
20, 1.798847, 2.403673, 6.188190, 
20, 1.847752, 2.445237, 6.186725, 
20, 1.897490, 2.486936, 6.185292, 
20, 1.948066, 2.528770, 6.183895, 
20, 1.999480, 2.570743, 6.182537, 
20, 2.051738, 2.612855, 6.181221, 
20, 2.104840, 2.655109, 6.179948, 
20, 2.158790, 2.697507, 6.178723, 
20, 2.213591, 2.740051, 6.177548, 
20, 2.269246, 2.782743, 6.176425, 
20, 2.325758, 2.825585, 6.175358, 
20, 2.383129, 2.868579, 6.174350, 
20, 2.441364, 2.911728, 6.173403, 
20, 2.500464, 2.955032, 6.172521, 
20, 2.560434, 2.998495, 6.171708, 
20, 2.621277, 3.042118, 6.170965, 
20, 2.682995, 3.085903, 6.170296, 
20, 2.745592, 3.129853, 6.169705, 
20, 2.809071, 3.173970, 6.169195, 
20, 2.873436, 3.218256, 6.168768, 
20, 2.938690, 3.262712, 6.168429, 
20, 3.004837, 3.307342, 6.168181, 
20, 3.071880, 3.352148, 6.168027, 
20, 3.139823, 3.397132, 6.167971, 
20, 3.208669, 3.442295, 6.168016, 
20, 3.278422, 3.487641, 6.168166, 
20, 3.349085, 3.533172, 6.168424, 
20, 3.420663, 3.578890, 6.168795, 
20, 3.493159, 3.624798, 6.169281, 
20, 3.566577, 3.670897, 6.169887, 
20, 3.640921, 3.717191, 6.170616, 
20, 3.716194, 3.763682, 6.171472, 
20, 3.792402, 3.810371, 6.172460, 
20, 3.869547, 3.857263, 6.173583, 
20, 3.947634, 3.904358, 6.174845, 
20, 4.026667, 3.951660, 6.176250, 
20, 4.106651, 3.999170, 6.177802, 
20, 4.187588, 4.046891, 6.179506, 
20, 4.269485, 4.094825, 6.181365, 
20, 4.352340, 4.142770, 6.183384, 
20, 4.436151, 4.190519, 6.185567, 
20, 4.520912, 4.238072, 6.187917, 
20, 4.606621, 4.285427, 6.190440, 
20, 4.693272, 4.332583, 6.193137, 
20, 4.780863, 4.379539, 6.196015, 
20, 4.869389, 4.426291, 6.199075, 
20, 4.958846, 4.472838, 6.202323, 
20, 5.049229, 4.519177, 6.205762, 
20, 5.140535, 4.565305, 6.209395, 
20, 5.232760, 4.611217, 6.213227, 
20, 5.325898, 4.656910, 6.217261, 
20, 5.419945, 4.702379, 6.221500, 
20, 5.514898, 4.747618, 6.225947, 
20, 5.610750, 4.792623, 6.230606, 
20, 5.707498, 4.837385, 6.235481, 
20, 5.805136, 4.881899, 6.240573, 
20, 5.903659, 4.926156, 6.245886, 
20, 6.003062, 4.970146, 6.251422, 
20, 6.103339, 5.013861, 6.257184, 
20, 6.204485, 5.057290, 6.263175, 
20, 6.306493, 5.100421, 6.269395, 
20, 6.409358, 5.143242, 6.275847, 
20, 6.513073, 5.185739, 6.282532, 
20, 6.576295, 3.161081, 6.248991, 
20, 6.634824, 2.926458, 6.210203, 
20, 6.693153, 2.916460, 6.170643, 
20, 6.751537, 2.919189, 6.130569, 
20, 6.810260, 2.936162, 6.090266, 
20, 6.869628, 2.968414, 6.050043, 
20, 6.929956, 3.016403, 6.010215, 
20, 6.991556, 3.079962, 5.971097, 
20, 7.054722, 3.158322, 5.932985, 
