20, 0.000004, 0.000398, 4.712389, 
20, 0.000004, 0.000000, 4.712389, 
20, 0.000004, 0.000000, 4.712389, 
20, 0.000033, 0.001466, 4.712389, 
20, 0.000133, 0.004972, 4.712389, 
20, 0.000276, 0.007160, 4.712389, 
20, 0.000471, 0.009745, 4.712389, 
20, 0.000725, 0.012728, 4.712389, 
20, 0.001048, 0.016109, 4.712389, 
20, 0.001445, 0.019888, 4.712389, 
20, 0.001927, 0.024064, 4.712389, 
20, 0.002499, 0.028638, 4.712389, 
20, 0.003172, 0.033610, 4.712389, 
20, 0.003951, 0.038980, 4.712389, 
20, 0.004846, 0.044747, 4.712389, 
20, 0.005864, 0.050912, 4.712389, 
20, 0.007014, 0.057475, 4.712389, 
20, 0.008303, 0.064436, 4.712389, 
20, 0.009738, 0.071794, 4.712389, 
20, 0.011329, 0.079551, 4.712389, 
20, 0.013084, 0.087704, 4.712389, 
20, 0.015009, 0.096256, 4.712389, 
20, 0.017113, 0.105206, 4.712389, 
20, 0.019404, 0.114553, 4.712389, 
20, 0.021890, 0.124298, 4.712389, 
20, 0.024579, 0.134440, 4.712389, 
20, 0.027478, 0.144981, 4.712389, 
20, 0.030597, 0.155919, 4.712389, 
20, 0.033942, 0.167255, 4.712389, 
20, 0.037521, 0.178989, 4.712389, 
20, 0.041344, 0.191120, 4.712389, 
20, 0.045417, 0.203649, 4.712389, 
20, 0.049748, 0.216576, 4.712389, 
20, 0.054346, 0.229901, 4.712389, 
20, 0.059219, 0.243623, 4.712389, 
20, 0.064374, 0.257744, 4.712389, 
20, 0.069819, 0.272262, 4.712389, 
20, 0.075563, 0.287177, 4.712389, 
20, 0.081612, 0.302491, 4.712389, 
20, 0.087976, 0.318202, 4.712389, 
20, 0.094663, 0.334311, 4.712389, 
20, 0.101679, 0.350818, 4.712389, 
20, 0.109033, 0.367722, 4.712389, 
20, 0.116734, 0.385025, 4.712389, 
20, 0.124788, 0.402725, 4.712389, 
20, 0.133205, 0.420822, 4.712389, 
20, 0.141991, 0.439318, 4.712389, 
20, 0.151155, 0.458211, 4.712389, 
20, 0.160705, 0.477502, 4.712389, 
20, 0.170649, 0.497191, 4.712389, 
20, 0.180995, 0.517277, 4.712389, 
20, 0.191750, 0.537762, 4.712389, 
20, 0.202923, 0.558644, 4.712389, 
20, 0.214521, 0.579923, 4.712389, 
20, 0.226553, 0.601601, 4.712389, 
20, 0.239027, 0.623676, 4.712389, 
20, 0.251950, 0.646149, 4.712389, 
