Delta Time, Position, Velocity, Heading, 
20, 0.000004, 0.000397, 4.712389, 
20, 0.000004, 0.000000, 4.712389, 
20, 0.000004, 0.000000, 4.712389, 
20, 0.000053, 0.002451, 4.712389, 
20, 0.000152, 0.004959, 4.712389, 
20, 0.000295, 0.007141, 4.712389, 
20, 0.000489, 0.009719, 4.712389, 
20, 0.000743, 0.012695, 4.712389, 
20, 0.001065, 0.016067, 4.712389, 
20, 0.001461, 0.019835, 4.712389, 
20, 0.001941, 0.024001, 4.712389, 
20, 0.002513, 0.028563, 4.712389, 
20, 0.003183, 0.033522, 4.712389, 
20, 0.003961, 0.038877, 4.712389, 
20, 0.004853, 0.044629, 4.712389, 
20, 0.005869, 0.050778, 4.712389, 
20, 0.007015, 0.057324, 4.712389, 
20, 0.008300, 0.064266, 4.712389, 
20, 0.009733, 0.071605, 4.712389, 
20, 0.011319, 0.079341, 4.712389, 
20, 0.013069, 0.087474, 4.712389, 
20, 0.014989, 0.096003, 4.712389, 
20, 0.017088, 0.104929, 4.712389, 
20, 0.019373, 0.114251, 4.712389, 
20, 0.021852, 0.123971, 4.712389, 
20, 0.024534, 0.134087, 4.712389, 
20, 0.027426, 0.144599, 4.712389, 
20, 0.030536, 0.155509, 4.712389, 
20, 0.033872, 0.166815, 4.712389, 
20, 0.037443, 0.178518, 4.712389, 
20, 0.041255, 0.190617, 4.712389, 
20, 0.045317, 0.203113, 4.712389, 
20, 0.049637, 0.216006, 4.712389, 
20, 0.054223, 0.229296, 4.712389, 
20, 0.059083, 0.242982, 4.712389, 
20, 0.064224, 0.257065, 4.712389, 
20, 0.069655, 0.271545, 4.712389, 
20, 0.075383, 0.286422, 4.712389, 
20, 0.081417, 0.301695, 4.712389, 
20, 0.087765, 0.317365, 4.712389, 
20, 0.094433, 0.333431, 4.712389, 
20, 0.101431, 0.349895, 4.712389, 
20, 0.108766, 0.366755, 4.712389, 
20, 0.116446, 0.384011, 4.712389, 
20, 0.124480, 0.401665, 4.712389, 
20, 0.132874, 0.419715, 4.712389, 
20, 0.141637, 0.438162, 4.712389, 
20, 0.150777, 0.457005, 4.712389, 
20, 0.160302, 0.476245, 4.712389, 
20, 0.170220, 0.495882, 4.712389, 
20, 0.180538, 0.515916, 4.712389, 
20, 0.191265, 0.536346, 4.712389, 
20, 0.202409, 0.557173, 4.712389, 
20, 0.213977, 0.578397, 4.712389, 
20, 0.225977, 0.600018, 4.712389, 
20, 0.238418, 0.622035, 4.712389, 
20, 0.251307, 0.644449, 4.712389, 
20, 0.264652, 0.667259, 4.712389, 
20, 0.278461, 0.690466, 4.712389, 
20, 0.292743, 0.714070, 4.712389, 
20, 0.307504, 0.738071, 4.712389, 
20, 0.322753, 0.762469, 4.712389, 
20, 0.338499, 0.787263, 4.712389, 
20, 0.354748, 0.812454, 4.712389, 
20, 0.371508, 0.838041, 4.712389, 
20, 0.388789, 0.864025, 4.712389, 
20, 0.406597, 0.890406, 4.712389, 
20, 0.424941, 0.917184, 4.712389, 
20, 0.443828, 0.944358, 4.712389, 
20, 0.463267, 0.971929, 4.712389, 
20, 0.483264, 0.999897, 4.712389, 
20, 0.503830, 1.028261, 4.712389, 
20, 0.524970, 1.057023, 4.712389, 
20, 0.546694, 1.086181, 4.712389, 
20, 0.569008, 1.115735, 4.712389, 
20, 0.591922, 1.145686, 4.712389, 
20, 0.615443, 1.176034, 4.712389, 
20, 0.639578, 1.206779, 4.712389, 
20, 0.664337, 1.237921, 4.712389, 
20, 0.689726, 1.269459, 4.712389, 
20, 0.715754, 1.301393, 4.712389, 
20, 0.742428, 1.333725, 4.712389, 
20, 0.769757, 1.366453, 4.712389, 
20, 0.797749, 1.399578, 4.712389, 
20, 0.826411, 1.433100, 4.712389, 
20, 0.855751, 1.467018, 4.712389, 
20, 0.885778, 1.501333, 4.712389, 
20, 0.916499, 1.536045, 4.712389, 
20, 0.947922, 1.571153, 4.712389, 
20, 0.980055, 1.606659, 4.712389, 
20, 1.012906, 1.642560, 4.712389, 
20, 1.046480, 1.678661, 4.712389, 
20, 1.080775, 1.714761, 4.712389, 
20, 1.115792, 1.750861, 4.712389, 
20, 1.151531, 1.786961, 4.712389, 
20, 1.187993, 1.823062, 4.712389, 
20, 1.225176, 1.859162, 4.712389, 
20, 1.263081, 1.895262, 4.712389, 
20, 1.301708, 1.931362, 4.712389, 
20, 1.341058, 1.967463, 4.712389, 
20, 1.381129, 2.003563, 4.712389, 
20, 1.421922, 2.039663, 4.712389, 
20, 1.463437, 2.075763, 4.712389, 
20, 1.505675, 2.111863, 4.712389, 
20, 1.548634, 2.147964, 4.712389, 
20, 1.592315, 2.184064, 4.712389, 
20, 1.636718, 2.220164, 4.712389, 
20, 1.681844, 2.256264, 4.712389, 
20, 1.727691, 2.292365, 4.712389, 
20, 1.774260, 2.328465, 4.712389, 
20, 1.821552, 2.364565, 4.712389, 
20, 1.869565, 2.400665, 4.712389, 
20, 1.918300, 2.436766, 4.712389, 
20, 1.967758, 2.472866, 4.712389, 
20, 2.017937, 2.508966, 4.712389, 
20, 2.068838, 2.545066, 4.712389, 
20, 2.120461, 2.581166, 4.712389, 
20, 2.172807, 2.617267, 4.712389, 
20, 2.225874, 2.653367, 4.712389, 
20, 2.279663, 2.689467, 4.712389, 
20, 2.334175, 2.725567, 4.712389, 
20, 2.389408, 2.761668, 4.712389, 
20, 2.445364, 2.797768, 4.712389, 
20, 2.502041, 2.833868, 4.712389, 
20, 2.559440, 2.869968, 4.712389, 
20, 2.617562, 2.906069, 4.712389, 
20, 2.676405, 2.942169, 4.712389, 
20, 2.735970, 2.978269, 4.712389, 
20, 2.796258, 3.014369, 4.712389, 
20, 2.857267, 3.050469, 4.712389, 
20, 2.918999, 3.086570, 4.712389, 
20, 2.981452, 3.122670, 4.712389, 
20, 3.044627, 3.158770, 4.712389, 
20, 3.108525, 3.194870, 4.712389, 
20, 3.173144, 3.230971, 4.712389, 
20, 3.238486, 3.267071, 4.712389, 
20, 3.304549, 3.303171, 4.712389, 
20, 3.371334, 3.339271, 4.712389, 
20, 3.438842, 3.375372, 4.712389, 
20, 3.507071, 3.411472, 4.712389, 
20, 3.576023, 3.447572, 4.712389, 
20, 3.645696, 3.483672, 4.712389, 
20, 3.716092, 3.519772, 4.712389, 
20, 3.787209, 3.555873, 4.712389, 
20, 3.859049, 3.591973, 4.712389, 
20, 3.931610, 3.628073, 4.712389, 
20, 4.004893, 3.664173, 4.712389, 
20, 4.078899, 3.700274, 4.712389, 
20, 4.153626, 3.736374, 4.712389, 
20, 4.229076, 3.772474, 4.712389, 
20, 4.305243, 3.808376, 4.712389, 
20, 4.382121, 3.843881, 4.712389, 
20, 4.459701, 3.878990, 4.712389, 
20, 4.537975, 3.913701, 4.712389, 
20, 4.616935, 3.948016, 4.712389, 
20, 4.696574, 3.981935, 4.712389, 
20, 4.776883, 4.015456, 4.712389, 
20, 4.857855, 4.048581, 4.712389, 
20, 4.939481, 4.081310, 4.712389, 
