Delta Time, Position, Velocity, Heading, 
20, 3.532916, 3.951671, 0.439630, 
20, 3.613245, 4.016448, 0.436171, 
20, 3.694886, 4.082060, 0.432209, 
20, 3.777857, 4.148533, 0.427728, 
20, 3.862174, 4.215888, 0.422710, 
20, 3.947857, 4.284148, 0.417138, 
20, 4.034920, 4.353115, 0.410995, 
20, 4.123371, 4.422582, 0.404262, 
20, 4.213222, 4.492551, 0.396921, 
20, 4.304483, 4.563017, 0.388956, 
20, 4.397162, 4.633969, 0.380349, 
20, 4.491270, 4.705388, 0.371082, 
20, 4.586815, 4.777244, 0.361139, 
20, 4.683805, 4.849499, 0.350506, 
20, 4.782247, 4.922099, 0.339166, 
20, 4.882146, 4.994975, 0.327107, 
20, 4.983507, 5.068044, 0.314317, 
20, 5.086331, 5.141204, 0.300787, 
20, 5.190618, 5.214330, 0.286509, 
20, 5.296363, 5.287281, 0.271479, 
20, 5.403561, 5.359888, 0.255696, 
20, 5.512200, 5.431964, 0.239162, 
20, 5.622266, 5.503295, 0.221884, 
20, 5.733739, 5.573647, 0.203874, 
20, 5.846594, 5.642765, 0.185148, 
20, 5.960802, 5.710375, 0.165727, 
20, 6.076326, 5.776191, 0.145639, 
20, 6.193124, 5.839915, 0.124917, 
20, 6.311149, 5.901249, 0.103600, 
20, 6.430347, 5.959898, 0.081733, 
20, 6.550658, 6.015576, 0.059366, 
20, 6.672019, 6.068020, 0.036555, 
20, 6.794359, 6.116994, 0.013361, 
20, 6.916325, 6.098323, 6.274147, 
20, 7.038679, 6.117665, 6.252069, 
20, 7.163124, 6.222250, 6.228493, 
20, 7.289771, 6.332380, 6.203301, 
20, 7.418736, 6.448248, 6.176375, 
20, 7.550134, 6.569919, 6.147592, 
20, 7.684080, 6.697262, 6.116833, 
20, 7.820677, 6.829886, 6.083986, 
20, 7.960018, 6.967047, 6.048954, 
20, 8.102169, 7.107555, 6.011665, 
20, 8.247163, 7.249685, 5.972077, 
20, 8.394985, 7.391099, 5.930198, 
20, 8.545561, 7.528812, 5.886092, 
20, 8.698746, 7.659234, 5.839893, 
20, 8.854312, 7.778302, 5.791818, 
20, 9.011947, 7.881736, 5.742164, 
20, 9.171255, 7.965396, 5.691312, 
20, 9.331769, 8.025725, 5.639712, 
20, 9.492973, 8.060179, 5.587863, 
20, 9.654324, 8.067574, 5.536289, 
20, 9.815289, 8.048255, 5.485506, 
20, 9.975370, 8.004046, 5.435995, 
20, 10.134130, 7.937998, 5.388177, 
20, 10.291210, 7.853994, 5.342395, 
20, 10.446336, 7.756294, 5.298910, 
20, 10.599319, 7.649126, 5.257901, 
20, 10.750046, 7.536364, 5.219469, 
20, 10.898472, 7.421326, 5.183651, 
20, 11.044606, 7.306684, 5.150431, 
20, 11.188495, 7.194458, 5.119754, 
20, 11.330217, 7.086076, 5.091536, 
20, 11.469866, 6.982456, 5.065676, 
20, 11.607548, 6.884107, 5.042063, 
20, 11.743372, 6.791216, 5.020582, 
20, 11.877447, 6.703736, 5.001118, 
20, 12.009876, 6.621448, 4.983563, 
20, 12.140756, 6.544020, 4.967812, 
20, 12.270177, 6.471044, 4.953771, 
20, 12.398219, 6.402069, 4.941353, 
20, 12.524951, 6.336620, 4.930481, 
20, 12.650435, 6.274212, 4.921089, 
20, 12.774723, 6.214364, 4.913116, 
20, 12.897854, 6.156595, 4.906516, 
20, 13.019863, 6.100436, 4.901249, 
20, 13.140772, 6.045422, 4.897284, 
20, 13.260593, 5.991096, 4.894599, 
20, 13.379334, 5.937006, 4.893184, 
20, 13.496988, 5.882696, 4.893033, 
20, 13.613542, 5.827712, 4.894152, 
20, 13.728974, 5.771589, 4.896556, 
20, 13.843251, 5.713851, 4.900269, 
20, 13.956331, 5.654005, 4.905323, 
20, 14.068161, 5.591538, 4.911764, 
20, 14.178680, 5.525916, 4.919643, 
20, 14.287811, 5.456573, 4.929028, 
20, 14.395470, 5.382919, 4.939994, 
20, 14.501556, 5.304335, 4.952630, 
20, 14.605960, 5.220181, 4.967037, 
20, 14.708556, 5.129802, 4.983330, 
20, 14.809207, 5.032548, 5.001635, 
20, 14.907763, 4.927801, 5.022093, 
20, 15.004063, 4.815013, 5.044851, 
20, 15.097939, 4.693768, 5.070069, 
20, 15.189216, 4.563862, 5.097908, 
20, 15.277724, 4.425415, 5.128528, 
20, 15.363304, 4.279005, 5.162077, 
20, 15.445821, 4.125832, 5.198679, 
20, 15.525179, 3.967895, 5.238421, 
20, 15.601342, 3.808153, 5.281330, 
20, 15.674354, 3.650631, 5.327355, 
20, 15.744363, 3.500411, 5.376344, 
20, 15.811631, 3.363442, 5.428030, 
20, 15.876554, 3.246115, 5.482020, 
20, 15.939648, 3.154727, 5.537801, 
20, 16.001540, 3.094573, 5.594762, 
20, 16.062921, 3.069081, 5.652223, 
20, 16.124509, 3.079362, 5.709482, 
20, 16.186989, 3.124028, 5.765866, 
20, 16.250978, 3.199430, 5.820771, 
20, 16.316983, 3.300263, 5.873699, 
20, 16.385390, 3.420348, 5.924274, 
20, 16.456458, 3.553399, 5.972240, 
20, 16.530330, 3.693628, 6.017456, 
20, 16.607053, 3.836124, 6.059880, 
20, 16.686593, 3.977013, 6.099541, 
20, 16.768862, 4.113449, 6.136528, 
20, 16.853732, 4.243500, 6.170965, 
20, 16.941052, 4.365989, 6.203000, 
20, 17.030658, 4.480322, 6.232795, 
20, 17.122385, 4.586335, 6.260511, 
20, 17.217096, 4.735521, 0.001910, 
20, 17.320707, 5.180576, 0.017976, 
20, 17.423238, 5.126563, 0.035101, 
20, 17.524587, 5.067440, 0.053386, 
20, 17.624640, 5.002658, 0.072940, 
20, 17.723273, 4.931619, 0.093887, 
20, 17.820346, 4.853688, 0.116361, 
20, 17.915710, 4.768200, 0.140512, 
20, 18.009200, 4.674491, 0.166500, 
20, 18.100639, 4.571926, 0.194498, 
20, 18.189838, 4.459961, 0.224692, 
20, 18.276602, 4.338216, 0.257272, 
20, 18.360734, 4.206596, 0.292433, 
20, 18.442043, 4.065436, 0.330360, 
20, 18.520357, 3.915688, 0.371224, 
20, 18.595540, 3.759152, 0.415156, 
20, 18.667514, 3.598698, 0.462234, 
20, 18.736283, 3.438468, 0.512453, 
20, 18.801962, 3.283963, 0.565701, 
20, 18.864801, 3.141932, 0.621734, 
20, 18.925200, 3.019970, 0.680157, 
20, 18.983716, 2.925793, 0.740427, 
20, 19.041041, 2.866230, 0.801865, 
20, 19.097964, 2.846153, 0.863696, 
20, 19.155316, 2.867601, 0.925107, 
20, 19.213904, 2.929386, 0.985306, 
20, 19.274450, 3.027314, 1.043586, 
20, 19.337549, 3.154949, 1.099363, 
20, 19.403642, 3.304660, 1.152205, 
20, 19.473016, 3.468680, 1.201832, 
20, 19.545814, 3.639925, 1.248101, 
20, 19.622064, 3.812499, 1.290988, 
20, 19.701702, 3.981875, 1.330554, 
20, 19.784599, 4.144854, 1.366925, 
20, 19.870587, 4.299388, 1.400266, 
20, 19.959474, 4.444349, 1.430766, 
20, 20.051060, 4.579300, 1.458620, 
20, 20.145145, 4.704285, 1.484023, 
20, 20.241539, 4.819674, 1.507165, 
20, 20.340059, 4.926032, 1.528221, 
20, 20.440540, 5.024032, 1.547357, 
20, 20.542828, 5.114394, 1.564720, 
20, 20.646785, 5.197841, 1.580448, 
20, 20.752286, 5.275076, 1.594661, 
20, 20.859221, 5.346763, 1.607469, 
20, 20.967492, 5.413524, 1.618968, 
20, 21.077011, 5.475935, 1.629243, 
20, 21.187701, 5.534524, 1.638370, 
20, 21.299497, 5.589776, 1.646413, 
20, 21.412339, 5.642135, 1.653430, 
20, 21.526180, 5.692011, 1.659469, 
20, 21.640975, 5.739781, 1.664571, 
20, 21.756691, 5.785794, 1.668771, 
20, 21.873299, 5.830379, 1.672097, 
20, 21.990775, 5.873842, 1.674570, 
20, 22.109105, 5.916478, 1.676208, 
20, 22.228276, 5.958568, 1.677020, 
20, 22.348284, 6.000390, 1.677013, 
20, 22.469128, 6.042213, 1.676185, 
20, 22.590815, 6.084310, 1.674532, 
20, 22.713354, 6.126957, 1.672043, 
20, 22.836763, 6.170436, 1.668701, 
20, 22.961063, 6.215041, 1.664484, 
20, 23.086285, 6.261080, 1.659365, 
20, 23.212463, 6.308881, 1.653308, 
20, 23.339638, 6.358793, 1.646273, 
20, 23.467862, 6.411195, 1.638210, 
20, 23.597192, 6.466495, 1.629062, 
20, 23.727693, 6.525017, 1.618765, 
20, 23.859433, 6.587021, 1.607244, 
20, 23.992491, 6.652922, 1.594414, 
20, 24.126957, 6.723274, 1.580180, 
20, 24.262930, 6.798672, 1.564436, 
20, 24.400525, 6.879750, 1.547062, 
20, 24.539869, 6.967171, 1.527926, 
20, 24.681101, 7.061614, 1.506883, 
20, 24.824376, 7.163741, 1.483773, 
20, 24.969859, 7.274163, 1.458426, 
