Delta Time, Position, Velocity, Heading, 
20, 0.000004, 0.000396, 4.712389, 
20, 0.000004, 0.000004, 4.712389, 
20, 0.000004, 0.000009, 4.712389, 
20, 0.000049, 0.002231, 4.712389, 
20, 0.000148, 0.004975, 4.712388, 
20, 0.000292, 0.007164, 4.712388, 
20, 0.000487, 0.009751, 4.712387, 
20, 0.000741, 0.012736, 4.712385, 
20, 0.001064, 0.016119, 4.712384, 
20, 0.001462, 0.019899, 4.712382, 
20, 0.001943, 0.024077, 4.712379, 
20, 0.002516, 0.028653, 4.712376, 
20, 0.003189, 0.033627, 4.712373, 
20, 0.003969, 0.038998, 4.712369, 
20, 0.004864, 0.044766, 4.712365, 
20, 0.005883, 0.050931, 4.712360, 
20, 0.007033, 0.057493, 4.712354, 
20, 0.008322, 0.064451, 4.712348, 
20, 0.009758, 0.071806, 4.712342, 
20, 0.011349, 0.079557, 4.712334, 
20, 0.013103, 0.087704, 4.712326, 
20, 0.015028, 0.096246, 4.712318, 
20, 0.017132, 0.105183, 4.712309, 
20, 0.019422, 0.114515, 4.712299, 
20, 0.021907, 0.124241, 4.712289, 
20, 0.024594, 0.134361, 4.712279, 
20, 0.027491, 0.144873, 4.712268, 
20, 0.030607, 0.155778, 4.712257, 
20, 0.033948, 0.167075, 4.712245, 
20, 0.037524, 0.178763, 4.712234, 
20, 0.041341, 0.190841, 4.712222, 
20, 0.045407, 0.203309, 4.712210, 
20, 0.049730, 0.216166, 4.712199, 
20, 0.054314, 0.229212, 4.712188, 
20, 0.059159, 0.242249, 4.712177, 
20, 0.064265, 0.255275, 4.712168, 
20, 0.069631, 0.268291, 4.712159, 
20, 0.075257, 0.281295, 4.712152, 
20, 0.081142, 0.294288, 4.712146, 
20, 0.087288, 0.307268, 4.712141, 
20, 0.093692, 0.320235, 4.712139, 
20, 0.100356, 0.333188, 4.712139, 
20, 0.107279, 0.346128, 4.712141, 
20, 0.114460, 0.359052, 4.712146, 
20, 0.121899, 0.371962, 4.712154, 
20, 0.129596, 0.384856, 4.712165, 
20, 0.137551, 0.397734, 4.712180, 
20, 0.145763, 0.410594, 4.712200, 
20, 0.154231, 0.423438, 4.712223, 
20, 0.162957, 0.436263, 4.712251, 
20, 0.171938, 0.449070, 4.712285, 
20, 0.181175, 0.461858, 4.712323, 
20, 0.190668, 0.474626, 4.712368, 
20, 0.200415, 0.487373, 4.712419, 
20, 0.210417, 0.500100, 4.712476, 
20, 0.220673, 0.512806, 4.712541, 
20, 0.231183, 0.525490, 4.712613, 
20, 0.241946, 0.538151, 4.712693, 
20, 0.252962, 0.550788, 4.712781, 
20, 0.264230, 0.563402, 4.712878, 
20, 0.275750, 0.575992, 4.712985, 
20, 0.287521, 0.588557, 4.713101, 
20, 0.299543, 0.601096, 4.713228, 
20, 0.311815, 0.613609, 4.713366, 
20, 0.324337, 0.626095, 4.713515, 
20, 0.337108, 0.638554, 4.713675, 
20, 0.350128, 0.650984, 4.713849, 
20, 0.363395, 0.663386, 4.714035, 
20, 0.376911, 0.675759, 4.714235, 
20, 0.390673, 0.688101, 4.714449, 
20, 0.404681, 0.700412, 4.714678, 
20, 0.418935, 0.712693, 4.714922, 
20, 0.433433, 0.724940, 4.715182, 
20, 0.448177, 0.737155, 4.715459, 
20, 0.463163, 0.749337, 4.715754, 
20, 0.478393, 0.761484, 4.716066, 
20, 0.493865, 0.773596, 4.716397, 
20, 0.509578, 0.785671, 4.716747, 
20, 0.525533, 0.797711, 4.717118, 
20, 0.541727, 0.809712, 4.717509, 
20, 0.558160, 0.821676, 4.717922, 
20, 0.574832, 0.833600, 4.718358, 
20, 0.591742, 0.845483, 4.718816, 
20, 0.608888, 0.857326, 4.719299, 
20, 0.626271, 0.869127, 4.719806, 
20, 0.643889, 0.880885, 4.720339, 
20, 0.661741, 0.892600, 4.720899, 
20, 0.679826, 0.904269, 4.721486, 
20, 0.698144, 0.915892, 4.722101, 
20, 0.716693, 0.927469, 4.722745, 
20, 0.735473, 0.938997, 4.723420, 
20, 0.754483, 0.950476, 4.724126, 
20, 0.773721, 0.961905, 4.724863, 
20, 0.793187, 0.973282, 4.725634, 
20, 0.812879, 0.984606, 4.726439, 
20, 0.832796, 0.995876, 4.727280, 
20, 0.852938, 1.007091, 4.728156, 
20, 0.873303, 1.018249, 4.729070, 
20, 0.893890, 1.029348, 4.730022, 
20, 0.914698, 1.040388, 4.731015, 
20, 0.935725, 1.051366, 4.732048, 
20, 0.956971, 1.062282, 4.733123, 
20, 0.978433, 1.073133, 4.734242, 
20, 1.000112, 1.083917, 4.735405, 
20, 1.022004, 1.094634, 4.736615, 
20, 1.044110, 1.105281, 4.737872, 
20, 1.066427, 1.115855, 4.739178, 
20, 1.088954, 1.126356, 4.740534, 
20, 1.111690, 1.136782, 4.741942, 
